REF_DATE,GEO,Violations and calls for service,VALUE
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Sexual assaults by non-family (levels 1, 2, 3)",
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Sexual assaults by family (levels 1, 2, 3)",
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Sexual assaults where relationship type is unknown,24
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Assault against peace or public officer (level 1) [1460],4
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Uttering threats [1627],25
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Uttering threats by non-family,
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Uttering threats by family,
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Uttering threats where relationship type is unknown,25
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Total robbery [160],16
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Dangerous operation, causing death or bodily harm [911]",0
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Impaired driving, causing death or bodily harm [921]",4
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Total breaking and entering [210],67
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Breaking and entering, non-residential",
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Breaking and entering, residential",
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Breaking and entering where location type is unknown,67
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Motor vehicle theft [2135],96
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Shoplifting [213],197
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Fraud/identity theft/identity fraud [216],123
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Fail to comply with order [3410],39
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Impaired driving, operating while impaired [923]",37
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Provincial/Territorial acts related to COVID-19,1
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Calls for service, domestic disturbances / disputes",320
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Calls for service, Mental Health Act (MHA) apprehension",151
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Calls for service, mental health - other",371
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Calls for service, suicide/attempted suicide",68
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Calls for service, overdose",42
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Calls for service, child welfare check",5
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Calls for service, check welfare - general",105
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Calls for service, child custody matter - domestic",11
22-Mar,"London, Ontario, municipal [35162]","Total assaults (levels 1, 2, 3) [141]",233
22-Mar,"London, Ontario, municipal [35162]","Assaults by non-family (levels 1, 2, 3)",153
22-Mar,"London, Ontario, municipal [35162]","Assaults by family (levels 1, 2, 3)",80
22-Mar,"London, Ontario, municipal [35162]",Assaults where relationship type is unknown,0
22-Mar,"London, Ontario, municipal [35162]","Total sexual assaults (levels 1, 2, 3) [131]",45
22-Mar,"London, Ontario, municipal [35162]","Sexual assaults by non-family (levels 1, 2, 3)",40
22-Mar,"London, Ontario, municipal [35162]","Sexual assaults by family (levels 1, 2, 3)",5
22-Mar,"London, Ontario, municipal [35162]",Sexual assaults where relationship type is unknown,0
22-Mar,"London, Ontario, municipal [35162]",Assault against peace or public officer (level 1) [1460],10
22-Mar,"London, Ontario, municipal [35162]",Uttering threats [1627],48
22-Mar,"London, Ontario, municipal [35162]",Uttering threats by non-family,32
22-Mar,"London, Ontario, municipal [35162]",Uttering threats by family,16
22-Mar,"London, Ontario, municipal [35162]",Uttering threats where relationship type is unknown,0
22-Mar,"London, Ontario, municipal [35162]",Total robbery [160],16
22-Mar,"London, Ontario, municipal [35162]","Dangerous operation, causing death or bodily harm [911]",0
22-Mar,"London, Ontario, municipal [35162]","Impaired driving, causing death or bodily harm [921]",0
22-Mar,"London, Ontario, municipal [35162]",Total breaking and entering [210],138
22-Mar,"London, Ontario, municipal [35162]","Breaking and entering, non-residential",86
22-Mar,"London, Ontario, municipal [35162]","Breaking and entering, residential",52
22-Mar,"London, Ontario, municipal [35162]",Breaking and entering where location type is unknown,0
22-Mar,"London, Ontario, municipal [35162]",Motor vehicle theft [2135],112
22-Mar,"London, Ontario, municipal [35162]",Shoplifting [213],382
22-Mar,"London, Ontario, municipal [35162]",Fraud/identity theft/identity fraud [216],182
22-Mar,"London, Ontario, municipal [35162]",Fail to comply with order [3410],115
22-Mar,"London, Ontario, municipal [35162]","Impaired driving, operating while impaired [923]",37
22-Mar,"London, Ontario, municipal [35162]",Provincial/Territorial acts related to COVID-19,
22-Mar,"London, Ontario, municipal [35162]","Calls for service, domestic disturbances / disputes",551
22-Mar,"London, Ontario, municipal [35162]","Calls for service, Mental Health Act (MHA) apprehension",136
22-Mar,"London, Ontario, municipal [35162]","Calls for service, mental health - other",15
22-Mar,"London, Ontario, municipal [35162]","Calls for service, suicide/attempted suicide",25
22-Mar,"London, Ontario, municipal [35162]","Calls for service, overdose",23
22-Mar,"London, Ontario, municipal [35162]","Calls for service, child welfare check",53
22-Mar,"London, Ontario, municipal [35162]","Calls for service, check welfare - general",
22-Mar,"London, Ontario, municipal [35162]","Calls for service, child custody matter - domestic",17
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Total assaults (levels 1, 2, 3) [141]",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Assaults by non-family (levels 1, 2, 3)",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Assaults by family (levels 1, 2, 3)",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Assaults where relationship type is unknown,
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Total sexual assaults (levels 1, 2, 3) [131]",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Sexual assaults by non-family (levels 1, 2, 3)",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Sexual assaults by family (levels 1, 2, 3)",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Sexual assaults where relationship type is unknown,
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Assault against peace or public officer (level 1) [1460],
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Uttering threats [1627],
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Uttering threats by non-family,
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Uttering threats by family,
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Uttering threats where relationship type is unknown,
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Total robbery [160],
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Dangerous operation, causing death or bodily harm [911]",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Impaired driving, causing death or bodily harm [921]",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Total breaking and entering [210],
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Breaking and entering, non-residential",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Breaking and entering, residential",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Breaking and entering where location type is unknown,
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Motor vehicle theft [2135],
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Shoplifting [213],
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Fraud/identity theft/identity fraud [216],
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Fail to comply with order [3410],
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Impaired driving, operating while impaired [923]",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]",Provincial/Territorial acts related to COVID-19,0
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Calls for service, domestic disturbances / disputes",429
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Calls for service, Mental Health Act (MHA) apprehension",84
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Calls for service, mental health - other",165
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Calls for service, suicide/attempted suicide",145
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Calls for service, overdose",67
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Calls for service, child welfare check",
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Calls for service, check welfare - general",486
22-Mar,"Waterloo Region (Kitchener), Ontario, municipal [35291]","Calls for service, child custody matter - domestic",11
22-Mar,"Toronto, Ontario, municipal [35304]","Total assaults (levels 1, 2, 3) [141]",1365
22-Mar,"Toronto, Ontario, municipal [35304]","Assaults by non-family (levels 1, 2, 3)",
22-Mar,"Toronto, Ontario, municipal [35304]","Assaults by family (levels 1, 2, 3)",
22-Mar,"Toronto, Ontario, municipal [35304]",Assaults where relationship type is unknown,1365
22-Mar,"Toronto, Ontario, municipal [35304]","Total sexual assaults (levels 1, 2, 3) [131]",212
22-Mar,"Toronto, Ontario, municipal [35304]","Sexual assaults by non-family (levels 1, 2, 3)",
22-Mar,"Toronto, Ontario, municipal [35304]","Sexual assaults by family (levels 1, 2, 3)",
22-Mar,"Toronto, Ontario, municipal [35304]",Sexual assaults where relationship type is unknown,212
22-Mar,"Toronto, Ontario, municipal [35304]",Assault against peace or public officer (level 1) [1460],44
22-Mar,"Toronto, Ontario, municipal [35304]",Uttering threats [1627],442
22-Mar,"Toronto, Ontario, municipal [35304]",Uttering threats by non-family,
22-Mar,"Toronto, Ontario, municipal [35304]",Uttering threats by family,
22-Mar,"Toronto, Ontario, municipal [35304]",Uttering threats where relationship type is unknown,442
22-Mar,"Toronto, Ontario, municipal [35304]",Total robbery [160],244
22-Mar,"Toronto, Ontario, municipal [35304]","Dangerous operation, causing death or bodily harm [911]",0
22-Mar,"Toronto, Ontario, municipal [35304]","Impaired driving, causing death or bodily harm [921]",0
22-Mar,"Toronto, Ontario, municipal [35304]",Total breaking and entering [210],553
22-Mar,"Toronto, Ontario, municipal [35304]","Breaking and entering, non-residential",284
22-Mar,"Toronto, Ontario, municipal [35304]","Breaking and entering, residential",269
22-Mar,"Toronto, Ontario, municipal [35304]",Breaking and entering where location type is unknown,0
22-Mar,"Toronto, Ontario, municipal [35304]",Motor vehicle theft [2135],792
22-Mar,"Toronto, Ontario, municipal [35304]",Shoplifting [213],256
22-Mar,"Toronto, Ontario, municipal [35304]",Fraud/identity theft/identity fraud [216],1125
22-Mar,"Toronto, Ontario, municipal [35304]",Fail to comply with order [3410],440
22-Mar,"Toronto, Ontario, municipal [35304]","Impaired driving, operating while impaired [923]",135
22-Mar,"Toronto, Ontario, municipal [35304]",Provincial/Territorial acts related to COVID-19,0
22-Mar,"Toronto, Ontario, municipal [35304]","Calls for service, domestic disturbances / disputes",1730
22-Mar,"Toronto, Ontario, municipal [35304]","Calls for service, Mental Health Act (MHA) apprehension",1173
22-Mar,"Toronto, Ontario, municipal [35304]","Calls for service, mental health - other",2201
22-Mar,"Toronto, Ontario, municipal [35304]","Calls for service, suicide/attempted suicide",1010
22-Mar,"Toronto, Ontario, municipal [35304]","Calls for service, overdose",422
22-Mar,"Toronto, Ontario, municipal [35304]","Calls for service, child welfare check",
22-Mar,"Toronto, Ontario, municipal [35304]","Calls for service, check welfare - general",1075
22-Mar,"Toronto, Ontario, municipal [35304]","Calls for service, child custody matter - domestic",
22-Mar,"York Region, Ontario, municipal [35335]","Total assaults (levels 1, 2, 3) [141]",377
22-Mar,"York Region, Ontario, municipal [35335]","Assaults by non-family (levels 1, 2, 3)",225
22-Mar,"York Region, Ontario, municipal [35335]","Assaults by family (levels 1, 2, 3)",152
22-Mar,"York Region, Ontario, municipal [35335]",Assaults where relationship type is unknown,0
22-Mar,"York Region, Ontario, municipal [35335]","Total sexual assaults (levels 1, 2, 3) [131]",58
22-Mar,"York Region, Ontario, municipal [35335]","Sexual assaults by non-family (levels 1, 2, 3)",49
22-Mar,"York Region, Ontario, municipal [35335]","Sexual assaults by family (levels 1, 2, 3)",9
22-Mar,"York Region, Ontario, municipal [35335]",Sexual assaults where relationship type is unknown,0
22-Mar,"York Region, Ontario, municipal [35335]",Assault against peace or public officer (level 1) [1460],6
22-Mar,"York Region, Ontario, municipal [35335]",Uttering threats [1627],170
22-Mar,"York Region, Ontario, municipal [35335]",Uttering threats by non-family,98
22-Mar,"York Region, Ontario, municipal [35335]",Uttering threats by family,21
